date,close_price_PAXGUSD,return_PAXGUSD,signal_PAXGUSD,position_PAXGUSD,signal_return_PAXGUSD,signal_basket_return,cum_signal_basket_return,cum_return_PAXGUSD,cum_signal_return_PAXGUSD
2019-10-13 00:00:00,1530.895142,0.007860223,0,0.5,0.003930111,0.003930111,0.00502313,0.009485276,0.00502313
2019-10-14 00:00:00,1538.961304,0.005268919,0,0.5,0.002634459,0.002634459,0.007670823,0.014804172,0.007670823
2019-10-15 00:00:00,1532.953613,-0.003903731,0,0.5,-0.001951865,-0.001951865,0.005703985,0.01084265,0.005703985
2019-10-16 00:00:00,1525.372803,-0.004945232,0,0.5,-0.002472616,-0.002472616,0.003217266,0.005843799,0.003217266
2019-10-17 00:00:00,1513.207397,-0.007975365,0,0.5,-0.003987683,-0.003987683,-0.000783246,-0.002178173,-0.000783246
2019-10-18 00:00:00,1521.943726,0.005773384,0,0.5,0.002886692,0.002886692,0.002101185,0.003582636,0.002101185
2019-10-19 00:00:00,1526.03479,0.002688052,0,0.5,0.001344026,0.001344026,0.003448035,0.006280319,0.003448035
2019-10-20 00:00:00,1531.044556,0.003282865,0,0.5,0.001641432,0.001641432,0.005095127,0.009583801,0.005095127
2019-10-21 00:00:00,1528.126465,-0.001905948,0,0.5,-0.000952974,-0.000952974,0.004137298,0.007659587,0.004137298
2019-10-22 00:00:00,1513.975342,-0.00926044,0,0.5,-0.00463022,-0.00463022,-0.000512079,-0.001671784,-0.000512079
2019-10-23 00:00:00,1498.958984,-0.009918495,0,0.5,-0.004959248,-0.004959248,-0.005468787,-0.011573698,-0.005468787
2019-10-24 00:00:00,1484.320801,-0.009765566,0,0.5,-0.004882783,-0.004882783,-0.010324867,-0.021226241,-0.010324867
2019-10-25 00:00:00,1520.5,0.024374245,0,0.5,0.012187123,0.012187123,0.001736425,0.002630631,0.001736425
2019-10-26 00:00:00,1509.301147,-0.007365243,0,0.5,-0.003682622,-0.003682622,-0.001952591,-0.004753988,-0.001952591
